,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
4646,Chiba,"9 December,2011",Chiba,Kuzuma cultivation area,"3 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4647,Chiba,"9 December,2011",Chiba,Kisarazu cultivation area,"3 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4654,Kanagawa,"12 December,2011",Kanagawa,Yokohama City (Kanazawa Fishing Port),"6 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4655,Kanagawa,"12 December,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","6 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4780,Miyagi,"15 December,2011",Miyagi,Ishinimaki Bay,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4781,Miyagi,"15 December,2011",Miyagi,Sendai Bay,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4782,Miyagi,"15 December,2011",Miyagi,Matsushima Bay,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4783,Miyagi,"15 December,2011",Miyagi,Matsushima Bay,"19 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4784,Miyagi,"15 December,2011",Miyagi,Ishinimaki Bay,"30 November ,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4832,Kanagawa,"19 December,2011",Kanagawa,Yokohama City (Kanazawa Fishing Port),"13 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
4833,Kanagawa,"19 December,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","13 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5090,Kanagawa,"27 December,2011",Kanagawa,Yokohama City (Kanazawa Fishing Port),"18 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5091,Kanagawa,"27 December,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","20 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5221,Kanagawa,"10 January,2012",Kanagawa,Yokohama City (Kanazawa Fishing Port),"4 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5222,Kanagawa,"10 January,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","3 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5305,Kanagawa,"16 January,2012",Kanagawa,Yokohama City (Kanazawa Fishing Port),"8 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5306,Kanagawa,"16 January,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","10 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5468,Chiba,"20 January,2012",Chiba,Gyotoku cultivation area,"5 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5469,Chiba,"20 January,2012",Chiba,Funabashi cultivation area,"6 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5470,Chiba,"20 January,2012",Chiba,Ushigome cultivation area,"6 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5471,Chiba,"20 January,2012",Chiba,Kaneda cultivation area,"9 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5472,Chiba,"20 January,2012",Chiba,Kuzuma cultivation area,"6 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5473,Chiba,"20 January,2012",Chiba,Egawa cultivation area,"8 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5474,Chiba,"20 January,2012",Chiba,Nakazato cultivation area,"10 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5475,Chiba,"20 January,2012",Chiba,Kisarazu cultivation area,"6 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5476,Chiba,"20 January,2012",Chiba,Futtsu cultivation area,"7 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5477,Chiba,"20 January,2012",Chiba,Shin-futtsu cultivation area,"6 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5478,Chiba,"20 January,2012",Chiba,Shitazu cultivation area,"5 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5479,Chiba,"20 January,2012",Chiba,Osawa cultivation area,"7 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5509,Kanagawa,"23 January,2012",Kanagawa,Yokohama City (Kanazawa Fishing Port),"15 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5510,Kanagawa,"23 January,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","17 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5855,Kanagawa,"30 January,2012",Kanagawa,Yokohama City (Kanazawa Fishing Port),"23 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5856,Kanagawa,"30 January,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","24 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6100,National Federation of Fisheries Co- operative Associations,"12 January,2012",Kagoshima,Fukunoe Sea Area,"20 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Kumamoto pharmaceutical Association,ND,ND,s,s,
6101,National Federation of Fisheries Co- operative Associations,"12 January,2012",Fukuoka,"Mouth of the Muromi River, Meinohama","29 December,2011",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Kumamoto pharmaceutical Association,ND,ND,s,s,
6112,National Federation of Fisheries Co- operative Associations,"25 January,2012",Oita,Nakatsu Sea area,"13 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Kumamoto pharmaceutical Association,ND,ND,s,s,
6212,Chiba,"10 February,2012",Chiba,Minami-gyotoku cultivation area,"25 January,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6213,Chiba,"10 February,2012",Chiba,Kuzuma cultivation area,"4 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6214,Chiba,"10 February,2012",Chiba,Shin-futtsu cultivation area,"4 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7015,Kanagawa,"2 March,2012",Kanagawa,Yokohama City (Kanazawa Fishing Port),"26 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7016,Kanagawa,"2 March,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","26 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7092,Chiba,"5 March,2012",Chiba,Gyotoku cultivation area,"22 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7093,Chiba,"5 March,2012",Chiba,Funabashi cultivation area,"22 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7094,Chiba,"5 March,2012",Chiba,Ushigome cultivation area,"22 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7095,Chiba,"5 March,2012",Chiba,Kaneda cultivation area,"22 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7096,Chiba,"5 March,2012",Chiba,Kuzuma cultivation area,"21 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7097,Chiba,"5 March,2012",Chiba,Egawa cultivation area,"21 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7098,Chiba,"5 March,2012",Chiba,Nakazato cultivation area,"21 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7099,Chiba,"5 March,2012",Chiba,Kisarazu cultivation area,"21 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7100,Chiba,"5 March,2012",Chiba,Futtsu cultivation area,"21 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7101,Chiba,"5 March,2012",Chiba,Shin-futtsu cultivation area,"23 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7102,Chiba,"5 March,2012",Chiba,Shitazu cultivation area,"24 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7103,Chiba,"5 March,2012",Chiba,Osawa cultivation area,"22 February,2012",_______,Laver (dried) (processed),Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
1343,Hokkaido,"5 August, 2011",Hokkaido,"Offshore
Akkeshi Town","29 July, 2011",_________ __,"Sea tangle
(Laminaria longissima)
(wild, dried)(processed)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,s,
1344,Hokkaido,"5 August, 2011",Hokkaido,"Offshore
Nemuro City","28 July, 2011",_________ __,"Sea tangle
(Laminaria longissima)
(wild, dried)(processed)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,s,
1341,Hokkaido,"5 August, 2011",Hokkaido,"Offshore
Hakodate City","17 July, 2011",__________,"Japanese tangle
(Laminaria japonica)
(Wild, dried)(processed)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,s,
1342,Hokkaido,"5 August, 2011",Hokkaido,"Offshore
Shin-hidaka Town","29 July, 2011","_________
____","Narrow-leaved tangle
(Laminaria angustata)
(wild, dried)(processed)",Not detectable,,Not detectable,,Hokkaido Institute of Public Health,ND,ND,s,s,
5918,Miyagi,"3 February,2012",Miyagi,Shore of Ajishima,"25 January,2012",___,"Laver (wild)
(Porphyra  spp.)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
3792,Kanagawa,"14 November ,2011",Kanagawa,"Yokosuka City
(Hashirimizu Port)","10 November ,2011",___,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
3793,Chiba,"14 November ,2011",Chiba,"Shore of
Funabashi City","7 November ,2011",___,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
3794,Chiba,"14 November ,2011",Chiba,"Shore of
Kisarazu City","7 November ,2011",___,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
3795,Chiba,"14 November ,2011",Chiba,"Shore of
Futtsu City","8 November ,2011",___,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
3993,Miyagi,"16 November ,2011",Miyagi,Matsushima Bay,"2 November ,2011",_______,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
3994,Miyagi,"16 November ,2011",Miyagi,Ishinomaki Bay,"10 November ,2011",_______,"Laver (wet)
(Porphyra  yezoensis)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
