Press release,,Origin,,Sampling date,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,
Iwate,"27 March,2012",Iwate,Oshu City (Koromo River) (inland waters),"16 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",178,,Not detectable,,Private inspection facility,178,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (Iwai River) (inland waters),"17 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",101,,Not detectable,,Private inspection facility,101,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (Satetsu River) (inland waters),"16 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",78,,Not detectable,,Private inspection facility,78,ND,f,f
Iwate,"27 March,2012",Iwate,Ichinoseki City (Satetsu River) (inland waters),"18 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",98,,Not detectable,,Private inspection facility,98,ND,f,f
Tochigi,"28 March,2012",Tochigi,Otawara City (Oshigawa River) (inland waters),"19 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",38.4,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",38.4,ND,f,f
Tochigi,"28 March,2012",Tochigi,Nasu-shiobara City (Nakagawa River) (inland waters),"23 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",10.5,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",10.5,ND,f,f
Tochigi,"28 March,2012",Tochigi,Shioya Town (Arakawa River) (inland waters),"21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",12.9,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",12.9,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Shioya Town (Nishi-arakawa River)
(inland waters)","21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,Nikko City (Kawamata Lake) (inland waters),"22 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",14.3,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",14.3,ND,f,f
Tochigi,"28 March,2012",Tochigi,Nikko City (Kinugawa River) (inland waters),"26 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",396,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",396,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Shimokogura, Utsunomiya City (Kinugawa River) (inland waters)","21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",18.2,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",18.2,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Yanagida Town, Utsunomiya City (Kinugawa River) (inland waters)","22 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Nakamiyori, Nikko City (Ogagawa River) (inland waters)","26 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Nikko City (Kobyakugawa River)
(inland waters)","22 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",52.9,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",52.9,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Hosoo Town, Nikko City (Otanigawa River) (inland waters)","21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Kamihatsuishi
Town,
Nikko City
(Otani River)
(inland waters)","21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",43.9,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",43.9,ND,f,f
Tochigi,"28 March,2012",Tochigi,Utsunomiya City (Tagawa River) (inland waters),"21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,Kanuma City (Arai River) (inland waters),"21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",58.9,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",58.9,ND,f,f
Tochigi,"28 March,2012",Tochigi,Kanuma City (Awano River) (inland waters),"22 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",35.7,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",35.7,ND,f,f
Tochigi,"28 March,2012",Tochigi,Nikko City (Watarase River) (inland waters),"23 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",90.4,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",90.4,ND,f,f
Ibaraki,"28 March,2012",Ibaraki,Offshore Hitachi-ota City (Satogawa River),"21 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,20,Not detectable,,Private inspection facility,20,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Kuroisho,
Nasu-shiobara City
(Nakagawa River)
(inland waters)","29 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",11.4,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",11.4,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Funyu, Shioya Town (Kinugawa River) (inland waters)","26 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",36.3,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",36.3,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Yanagida Town, Utsunomiya City (Kinugawa River) (inland waters)","28 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"30 March,2012",Tochigi,Nikko City (Kobyaku River) (inland waters),"28 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",52.7,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",52.7,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Hosowo Town, Nikko City (Otani River) (inland waters)","28 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Machiya, Nikko City (Otani River) (inland waters)","29 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"30 March,2012",Tochigi,Kanuma City (Arai River) (inland waters),"27 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",33.3,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",33.3,ND,f,f
Tochigi,"30 March,2012",Tochigi,Kanuma City (Awano River) (inland waters),"27 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",67.8,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",67.8,ND,f,f
Miyagi,"30 March,2012",Miyagi,Marumori Town (Uchigawa River) (inland waters),"23 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,82,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",82,ND,f,f
Miyagi,"30 March,2012",Miyagi,Marumori Town (Gofukuya River) (inland waters),"23 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,91,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",91,ND,f,f
Miyagi,"30 March,2012",Miyagi,Marumori Town (Kijio River) (inland waters),"24 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,130,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",130,ND,f,f
Miyagi,"30 March,2012",Miyagi,Zao Town (Sumikawa River) (inland waters),"25 March,2012","Land-locked salmon(wild)
(Oncorhynchus masou)",,69,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",69,ND,f,f
Fukushima,"26 May, 2011",Fukushima,"Inawashiro Town
(inland waters)","24 May, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"2 June, 2011",Fukushima,"Shimogo Town
(inland waters)","30 May, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Nagano,"3 June, 2011",Nagano,"Azumino City
(inland waters)","1 June, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Fukushima,"9 June, 2011",Fukushima,"Nihonmatsu City
(inland waters)","2 June, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"9 June, 2011",Fukushima,"Kitakata City
(inland waters)","2 June, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Ibaraki,"15 June, 2011",Ibaraki,"Hitachiomiya City
(inland waters)","14 June, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",,3,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",3,ND,f,f
Fukushima,"23 June, 2011",Fukushima,"Inawashiro Town
(inland waters)","20 June, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"13 July, 2011",Fukushima,"Nihonmatsu City
(inland waters)","11 July, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"20 July, 2011",Fukushima,"Inawashiro Town
(inland waters)","12 July, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",,8,Not detectable,,"Fukushima Agricultural Technology
Centre",8,ND,f,f
Fukushima,"20 July, 2011",Fukushima,"Kitakata City
(inland waters)","13 July, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"3 August, 2011",Fukushima,"Nihonmatsu City
(inland waters)","1 August, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"24 August, 2011",Fukushima,"Kitakata City
(inland waters)","17 August, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"24 August, 2011",Fukushima,"Inawashiro Town
(inland waters)","19 August, 2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"14 September,2011",Fukusima,"Nihonmatsu City
(inland waters)","8 September,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",,8,Not detectable,,"Fukushima Agricultural Technology
Centre",8,ND,f,f
Fukushima,"21 September,2011",Fukusima,"Kitakata City
(inland waters)","16 September,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 September,2011",Fukusima,"Yamatsuri Town
(inland waters)","26 September,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Kitakata City
(inland waters)","13 October,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"2 November ,2011",Fukushima,"Nihonmatsu City
(inland waters)","26 October,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",,35,Not detectable,,"Fukushima Agricultural Technology
Centre",35,ND,f,f
Fukushima,"24 November ,2011",Fukushima,Kitakata City,"16 November ,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Miyagi,"24 November ,2011",Miyagi,"Taiwa Town
(inland waters)","21 November ,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Tohoku University,ND,ND,f,f
Fukushima,"30 November ,2011",Fukushima,"Nihonmatsu City
(inland waters)","22 November ,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"21 December,2011",Fukushima,"Kitakata City
(inland waters)","14 December,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 December,2011",Fukushima,"Nihonmatsu City
(inland waters)","20 December,2011","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"25 January,2012",Fukushima,"Kitakata City
(inland waters)","18 January,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"25 January,2012",Fukushima,"Shimogo Town
(inland waters)","19 January,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"1 February,2012",Fukushima,"Nihonmatsu City
(inland watews)","29 January,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"22 February,2012",Fukushima,"Nihonmatsu City
(inland waters)","19 February,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"29 February,2012",Fukushima,"Kitakata City
(inland waters)","22 February,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Tochigi,"8 March,2012",Tochigi,"Kanuma City
(inland waters)","2 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"8 March,2012",Tochigi,"Shioya Town
(inland waters)","2 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Gunma,"12 March,2012",Gunma,"Kawaba Village
(inland waters)","1 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Gunma,"12 March,2012",Gunma,"Higashi-agatsuma
Town
(inland waters)","6 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,f,f
Ibaraki,"23 March,2012",Ibaraki,Hitachi City (Juuougawa River) (inland waters),"14 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,f,f
Fukushima,"28 March,2012",Fukushima,"Inawashiro Town
(inland waters)","21 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 March,2012",Fukushima,"Kitakata City
(inland waters)","22 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Tochigi,"28 March,2012",Tochigi,"Nikko City
(inland waters)","26 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi,"30 March,2012",Tochigi,"Sakura City
(inland waters)","23 March,2012","Land-locked salmon (farmed)
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Tochigi Aquaculture Fisheries Cooperative,"4,April, 2011",Tochigi,"Sakura City
(inland waters)","25,March, 2011","Land-locked salmon(farmed)
(Oncorhynchus masou)",Not detectable,,,,Private inspection facility,ND,0,f,f
Fukushima,"19 April, 2011",Fukushima,"Inawashiro town
(inland waters)","18 April, 2011","Land-locked salmon(farmed)
(Oncorhynchus masou)",,15.7,Not detectable,,Japan Chemical Analysis  Center,15.7,ND,f,f
Fukushima,"27 April, 2011",Fukushima,"Inawashiro Town
(inland waters)","25 April, 2011","Land-locked salmon(farmed)
(Oncorhynchus masou)",,19.5,Not detectable,,Japan Chemical Analysis  Center,19.5,ND,f,f
Fukushima,"12 October,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","8 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,410,Not detectable,,"Fukushima Agricultural Technology
Centre",410,ND,f,f
Fukushima,"12 October,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","8 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,410,Not detectable,,"Fukushima Agricultural Technology
Centre",410,ND,f,f
Fukushima,"12 October,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","9 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,350,Not detectable,,"Fukushima Agricultural Technology
Centre",350,ND,f,f
Ibaraki,"12 October,2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"11 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,61,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",61,ND,f,f
Ibaraki,"12 October,2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"11 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,39,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",39,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Inawashiro Town and Kitashiobara Village
(Akimoto Lake) (inland waters)","14 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,270,Not detectable,,"Fukushima Agricultural Technology
Centre",270,ND,f,f
Fukushima,"19 October,2011",Fukushima,"Inawashiro Town and Kitashiobara Village
(Akimoto Lake) (inland waters)","14 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,290,Not detectable,,"Fukushima Agricultural Technology
Centre",290,ND,f,f
Fukushima,"26 October,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","23 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,410,Not detectable,,"Fukushima Agricultural Technology
Centre",410,ND,f,f
Iwate,"28 October,2011",Iwate,Morioka City (Gando Lake) (inland waters),"26 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,62.9,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,62.9,ND,f,f
Nagano,"25 October,2011",Nagano,"Nojiri Lake
(inland waters)","1-10 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,87,Not detectable,,"Nagano Environmental Conservation
Research Institute",87,ND,f,f
Nagano,"25 October,2011",Nagano,"Matsubara Lake
(inland waters)","18 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Nagano,"25 October,2011",Nagano,"Kizaki Lake
(inland waters)","21 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Gunma,"1 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","28 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,589,Not detectable,,Gunma Agricultural Technology Center,589,ND,f,f
Fukushima,"2 November ,2011",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"30 October,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,390,Not detectable,,"Fukushima Agricultural Technology
Centre",390,ND,f,f
Fukushima,"9 November ,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","5 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,400,Not detectable,,"Fukushima Agricultural Technology
Centre",400,ND,f,f
Ibaraki,"9 November ,2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"7 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",63,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",63,ND,f,f
Ibaraki,"9 November ,2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"7 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",41,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",41,ND,f,f
Fukushima,"16 November ,2011",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"11 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,320,Not detectable,,"Fukushima Agricultural Technology
Centre",320,ND,f,f
Fukushima,"16 November ,2011",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","12 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,212,Not detectable,,"Fukushima Agricultural Technology
Centre",212,ND,f,f
Gunma,"22 November ,2011",Gunma,"Tatebayashi City (Kondo-numa Lake)
(inland waters)","21 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Gunma Agricultural Technology Center,ND,ND,f,f
Fukushima,"24 November ,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","18 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,450,Not detectable,,"Fukushima Agricultural Technology
Centre",450,ND,f,f
Miyagi,"24 November ,2011",Miyagi,"Shichikashuku
Town
(inland waters)","15 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,19,Not detectable,,Tohoku University,19,ND,f,f
Gunma,"29 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,556,Not detectable,,Gunma Agricultural Technology Center,556,ND,f,f
Gunma,"29 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,533,Not detectable,,Gunma Agricultural Technology Center,533,ND,f,f
Yamanashi,"29 November ,2011",Yamanashi,"Yamanaka Lake
(inland waters)","21 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,13,Not detectable,,Yamanashi Institute for  Public Health,13,ND,f,f
Yamanashi,"29 November ,2011",Yamanashi,"Shoji Lake
(inland waters)","24 November ,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Yamanashi Institute for  Public Health,ND,ND,f,f
Ibaraki,"6 December,2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"5 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,67,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",67,ND,f,f
Ibaraki,"6 December,2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"5 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,39,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",39,ND,f,f
Fukushima,"7 December,2011",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","2 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,225,Not detectable,,"Fukushima Agricultural Technology
Centre",225,ND,f,f
Fukushima,"7 December,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","3 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,440,Not detectable,,"Fukushima Agricultural Technology
Centre",440,ND,f,f
Fukushima,"14 December,2011",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"9 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,215,Not detectable,,"Fukushima Agricultural Technology
Centre",215,ND,f,f
Tochigi,"19 December,2011",Tochigi,Tochigi City (Watarase Reservoir) (inland waters),"13 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Fukushima,"21 December,2011",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","14 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,270,Not detectable,,"Fukushima Agricultural Technology
Centre",270,ND,f,f
Fukushima,"21 December,2011",Fukushima,Kitakata City (Abukuma River) (inland waters),"12 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,27,Not detectable,,"Fukushima Agricultural Technology
Centre",27,ND,f,f
Gunma,"22 December,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","14 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,440,Not detectable,,Gunma Agricultural Technology Center,440,ND,f,f
Gunma,"22 December,2011",Gunma,Kiryu City (Umeda Lake) (inland waters),"15 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Gunma Agricultural Technology Center,ND,ND,f,f
Gunma,"22 December,2011",Gunma,Midori City (Kusaki Lake) (inland waters),"20 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,42,Not detectable,,Gunma Agricultural Technology Center,42,ND,f,f
Fukushima,"28 December,2011",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"20 December,2011","Japanese smelt(wild)
(Hypomesus  nipponensis)",,240,Not detectable,,"Fukushima Agricultural Technology
Centre",240,ND,f,f
Gunma,"10 January,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","6 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,591,Not detectable,,Gunma Agricultural Technology Center,591,ND,f,f
Fukushima,"18 January,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","15 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,168,Not detectable,,"Fukushima Agricultural Technology
Centre",168,ND,f,f
Ibaraki,"18 January,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"16 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",42,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",42,ND,f,f
Ibaraki,"18 January,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"16 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",36,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",36,ND,f,f
Fukushima,"25 January,2012",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","20 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,f,f
